date,pixel
2018-04-28,29.142857142857142
2018-04-29,29.0
2018-04-30,29.571428571428573
2018-05-01,30.142857142857142
2018-05-02,30.714285714285715
2018-05-03,31.285714285714285
2018-05-04,31.857142857142858
2018-05-05,32.42857142857143
2018-05-06,33.0
2018-05-07,32.714285714285715
2018-05-08,32.42857142857143
2018-05-09,32.142857142857146
2018-05-10,31.857142857142858
2018-05-11,31.571428571428573
2018-05-12,31.285714285714285
2018-05-13,31.0
2018-05-14,31.0
2018-05-15,31.0
2018-05-16,31.0
2018-05-17,31.0
2018-05-18,31.0
2018-05-19,31.0
2018-05-20,31.0
2018-05-21,31.142857142857142
2018-05-22,31.285714285714285
2018-05-23,31.428571428571427
2018-05-24,31.571428571428573
2018-05-25,31.714285714285715
2018-05-26,31.857142857142858
2018-05-27,32.0
2018-05-28,32.0
2018-05-29,32.0
2018-05-30,32.0
2018-05-31,32.0
2018-06-01,32.0
2018-06-02,32.0
2018-06-03,32.0
