date,facebook
2018-03-04,54.0
2018-03-05,53.714285714285715
2018-03-06,53.42857142857143
2018-03-07,53.142857142857146
2018-03-08,52.857142857142854
2018-03-09,52.57142857142857
2018-03-10,52.285714285714285
2018-03-11,52.0
2018-03-12,52.42857142857143
2018-03-13,52.857142857142854
2018-03-14,53.285714285714285
2018-03-15,53.714285714285715
2018-03-16,54.142857142857146
2018-03-17,54.57142857142857
2018-03-18,55.0
2018-03-19,54.857142857142854
2018-03-20,54.714285714285715
2018-03-21,54.57142857142857
2018-03-22,54.42857142857143
2018-03-23,54.285714285714285
2018-03-24,54.142857142857146
2018-03-25,54.0
2018-03-26,53.857142857142854
2018-03-27,53.714285714285715
2018-03-28,53.57142857142857
2018-03-29,53.42857142857143
2018-03-30,53.285714285714285
2018-03-31,53.142857142857146
2018-04-01,53.0
2018-04-02,53.0
2018-04-03,53.0
2018-04-04,53.0
2018-04-05,53.0
2018-04-06,53.0
2018-04-07,53.0
2018-04-08,53.0
2018-04-09,52.857142857142854
2018-04-10,52.714285714285715
2018-04-11,52.57142857142857
2018-04-12,52.42857142857143
2018-04-13,52.285714285714285
2018-04-14,52.142857142857146
2018-04-15,52.0
2018-04-16,52.0
2018-04-17,52.0
2018-04-18,52.0
2018-04-19,52.0
2018-04-20,52.0
2018-04-21,52.0
2018-04-22,52.0
2018-04-23,51.857142857142854
2018-04-24,51.714285714285715
2018-04-25,51.57142857142857
2018-04-26,51.42857142857143
2018-04-27,51.285714285714285
2018-04-28,51.142857142857146
2018-04-29,51.0
2018-04-30,50.857142857142854
2018-05-01,50.714285714285715
2018-05-02,50.57142857142857
2018-05-03,50.42857142857143
2018-05-04,50.285714285714285
2018-05-05,50.142857142857146
2018-05-06,50.0
2018-05-07,50.0
2018-05-08,50.0
2018-05-09,50.0
2018-05-10,50.0
2018-05-11,50.0
2018-05-12,50.0
2018-05-13,50.0
2018-05-14,50.0
2018-05-15,50.0
2018-05-16,50.0
2018-05-17,50.0
2018-05-18,50.0
2018-05-19,50.0
2018-05-20,50.0
2018-05-21,49.714285714285715
2018-05-22,49.42857142857143
2018-05-23,49.142857142857146
2018-05-24,48.857142857142854
2018-05-25,48.57142857142857
2018-05-26,48.285714285714285
2018-05-27,48.0
2018-05-28,48.142857142857146
2018-05-29,48.285714285714285
2018-05-30,48.42857142857143
2018-05-31,48.57142857142857
2018-06-01,48.714285714285715
2018-06-02,48.857142857142854
2018-06-03,49.0
